comparison,item,direct_count,group_count,combined_count,direct_per_1000_tokens,group_per_1000_tokens,difference_direct_minus_group_per_1000,log_ratio_direct_vs_group,log_likelihood_g2,dominant_modality,direct_tokens_denominator,group_tokens_denominator
direct_vs_group_psychosomatic,Bzgl,1,11,12,0.0113,0.1395,-0.1282,-3.1006,10.9121,group,88221,78851
direct_vs_group_psychosomatic,Schweigen,1,11,12,0.0113,0.1395,-0.1282,-3.1006,10.9121,group,88221,78851
direct_vs_group_psychosomatic,schlafen,1,11,12,0.0113,0.1395,-0.1282,-3.1006,10.9121,group,88221,78851
direct_vs_group_psychosomatic,nachgemeldet,13,1,14,0.1474,0.0127,0.1347,3.0079,10.8999,direct,88221,78851
direct_vs_group_psychosomatic,Sitzung,7,23,30,0.0793,0.2917,-0.2123,-1.8097,10.8835,group,88221,78851
direct_vs_group_psychosomatic,Nein,16,2,18,0.1814,0.0254,0.156,2.5605,10.8801,direct,88221,78851
direct_vs_group_psychosomatic,immer,108,57,165,1.2242,0.7229,0.5013,0.7541,10.818,direct,88221,78851
direct_vs_group_psychosomatic,Dann,51,20,71,0.5781,0.2536,0.3245,1.167,10.7447,direct,88221,78851
direct_vs_group_psychosomatic,die,1363,1066,2429,15.4498,13.5192,1.9307,0.1924,10.7095,direct,88221,78851
direct_vs_group_psychosomatic,ambulante,9,26,35,0.102,0.3297,-0.2277,-1.642,10.6361,group,88221,78851
direct_vs_group_psychosomatic,RR,15,35,50,0.17,0.4439,-0.2738,-1.3575,10.6315,group,88221,78851
direct_vs_group_psychosomatic,vor,112,150,262,1.2695,1.9023,-0.6328,-0.5818,10.6232,group,88221,78851
direct_vs_group_psychosomatic,+1,23,5,28,0.2607,0.0634,0.1973,1.9332,10.607,direct,88221,78851
direct_vs_group_psychosomatic,Anamnese,23,5,28,0.2607,0.0634,0.1973,1.9332,10.607,direct,88221,78851
direct_vs_group_psychosomatic,fand,23,5,28,0.2607,0.0634,0.1973,1.9332,10.607,direct,88221,78851
direct_vs_group_psychosomatic,Gefühl,13,32,45,0.1474,0.4058,-0.2585,-1.4295,10.5546,group,88221,78851
direct_vs_group_psychosomatic,zeigte,13,32,45,0.1474,0.4058,-0.2585,-1.4295,10.5546,group,88221,78851
direct_vs_group_psychosomatic,Abwesend,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,Atorva,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,Begrüßung,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,Bifiteral,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,Brause,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,Erysipel,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,Harmonie,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,Hb,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,Ibuprofen,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,Jahreswechsel,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,Komponente,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,Lunge,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,Ortoton,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,ProstataCA,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,SozD,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,Speckstein,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,Termins,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,VHF,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,ablenken,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,abwesend,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,bedrückt,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,belastenden,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,betätigt,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,blieb,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,erfolgte,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,frustriert,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,gesamte,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,häuslichen,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,redet,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,spielt,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,still,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,teilt,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,vakant,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,verbalisieren,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,verstärkt,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,vertragen,0,7,7,0.0,0.0888,-0.0888,-4.0689,10.5121,group,88221,78851
direct_vs_group_psychosomatic,ganz,73,34,107,0.8275,0.4312,0.3963,0.9292,10.5057,direct,88221,78851
direct_vs_group_psychosomatic,gebe,25,6,31,0.2834,0.0761,0.2073,1.81,10.4771,direct,88221,78851
direct_vs_group_psychosomatic,schön,31,9,40,0.3514,0.1141,0.2373,1.5674,10.4544,direct,88221,78851
direct_vs_group_psychosomatic,darf,21,43,64,0.238,0.5453,-0.3073,-1.1787,10.3908,group,88221,78851
direct_vs_group_psychosomatic,Gastro,5,19,24,0.0567,0.241,-0.1843,-1.988,10.3551,group,88221,78851
direct_vs_group_psychosomatic,Suizidgedanken,5,19,24,0.0567,0.241,-0.1843,-1.988,10.3551,group,88221,78851
direct_vs_group_psychosomatic,Infliximab,2,13,15,0.0227,0.1649,-0.1422,-2.595,10.2966,group,88221,78851
direct_vs_group_psychosomatic,schwere,2,13,15,0.0227,0.1649,-0.1422,-2.595,10.2966,group,88221,78851
direct_vs_group_psychosomatic,starker,2,13,15,0.0227,0.1649,-0.1422,-2.595,10.2966,group,88221,78851
direct_vs_group_psychosomatic,verstehen,2,13,15,0.0227,0.1649,-0.1422,-2.595,10.2966,group,88221,78851
direct_vs_group_psychosomatic,Umstellung,8,24,32,0.0907,0.3044,-0.2137,-1.6892,10.2693,group,88221,78851
direct_vs_group_psychosomatic,während,8,24,32,0.0907,0.3044,-0.2137,-1.6892,10.2693,group,88221,78851
direct_vs_group_psychosomatic,Anamnesebogen,8,0,8,0.0907,0.0,0.0907,3.9255,10.2173,direct,88221,78851
direct_vs_group_psychosomatic,Dein,8,0,8,0.0907,0.0,0.0907,3.9255,10.2173,direct,88221,78851
direct_vs_group_psychosomatic,Geburtsdatum,8,0,8,0.0907,0.0,0.0907,3.9255,10.2173,direct,88221,78851
direct_vs_group_psychosomatic,Huhu,8,0,8,0.0907,0.0,0.0907,3.9255,10.2173,direct,88221,78851
direct_vs_group_psychosomatic,Sollten,8,0,8,0.0907,0.0,0.0907,3.9255,10.2173,direct,88221,78851
direct_vs_group_psychosomatic,T2,8,0,8,0.0907,0.0,0.0907,3.9255,10.2173,direct,88221,78851
direct_vs_group_psychosomatic,Unterschrift,8,0,8,0.0907,0.0,0.0907,3.9255,10.2173,direct,88221,78851
direct_vs_group_psychosomatic,cut,8,0,8,0.0907,0.0,0.0907,3.9255,10.2173,direct,88221,78851
direct_vs_group_psychosomatic,eig,8,0,8,0.0907,0.0,0.0907,3.9255,10.2173,direct,88221,78851
direct_vs_group_psychosomatic,irgendwas,8,0,8,0.0907,0.0,0.0907,3.9255,10.2173,direct,88221,78851
direct_vs_group_psychosomatic,komisch,8,0,8,0.0907,0.0,0.0907,3.9255,10.2173,direct,88221,78851
direct_vs_group_psychosomatic,dieser,10,27,37,0.1134,0.3424,-0.2291,-1.551,10.1373,group,88221,78851
direct_vs_group_psychosomatic,Arztzimmer,3,15,18,0.034,0.1902,-0.1562,-2.3088,10.1372,group,88221,78851
direct_vs_group_psychosomatic,Emotionen,3,15,18,0.034,0.1902,-0.1562,-2.3088,10.1372,group,88221,78851
direct_vs_group_psychosomatic,gesagt,72,34,106,0.8161,0.4312,0.3849,0.9094,9.9977,direct,88221,78851
direct_vs_group_psychosomatic,laut,20,41,61,0.2267,0.52,-0.2933,-1.1795,9.9297,group,88221,78851
direct_vs_group_psychosomatic,Empfehlung,7,22,29,0.0793,0.279,-0.1997,-1.747,9.9236,group,88221,78851
direct_vs_group_psychosomatic,Neuaufnahmen,20,4,24,0.2267,0.0507,0.176,2.0256,9.9232,direct,88221,78851
direct_vs_group_psychosomatic,bei,645,477,1122,7.3112,6.0494,1.2618,0.2729,9.9207,direct,88221,78851
direct_vs_group_psychosomatic,aus,172,212,384,1.9496,2.6886,-0.739,-0.4629,9.8754,group,88221,78851
direct_vs_group_psychosomatic,heißt,15,2,17,0.17,0.0254,0.1447,2.4703,9.8457,direct,88221,78851
direct_vs_group_psychosomatic,Die,131,75,206,1.4849,0.9512,0.5337,0.6385,9.7776,direct,88221,78851
direct_vs_group_psychosomatic,Dermakonsil,12,1,13,0.136,0.0127,0.1233,2.8969,9.7767,direct,88221,78851
direct_vs_group_psychosomatic,Hello,12,1,13,0.136,0.0127,0.1233,2.8969,9.7767,direct,88221,78851
direct_vs_group_psychosomatic,Mestinon,12,1,13,0.136,0.0127,0.1233,2.8969,9.7767,direct,88221,78851
direct_vs_group_psychosomatic,Muskelschmerzen,12,1,13,0.136,0.0127,0.1233,2.8969,9.7767,direct,88221,78851
direct_vs_group_psychosomatic,brauchst,12,1,13,0.136,0.0127,0.1233,2.8969,9.7767,direct,88221,78851
direct_vs_group_psychosomatic,erniedrigtem,12,1,13,0.136,0.0127,0.1233,2.8969,9.7767,direct,88221,78851
direct_vs_group_psychosomatic,melde,12,1,13,0.136,0.0127,0.1233,2.8969,9.7767,direct,88221,78851
direct_vs_group_psychosomatic,berichtet,13,31,44,0.1474,0.3931,-0.2458,-1.3844,9.7439,group,88221,78851
direct_vs_group_psychosomatic,Supervision,22,5,27,0.2494,0.0634,0.186,1.8704,9.7312,direct,88221,78851
direct_vs_group_psychosomatic,Tag,24,46,70,0.272,0.5834,-0.3113,-1.0864,9.7237,group,88221,78851
direct_vs_group_psychosomatic,anschauen,24,6,30,0.272,0.0761,0.196,1.7523,9.6381,direct,88221,78851
direct_vs_group_psychosomatic,gedacht,24,6,30,0.272,0.0761,0.196,1.7523,9.6381,direct,88221,78851
direct_vs_group_psychosomatic,Nachricht,28,8,36,0.3174,0.1015,0.2159,1.5834,9.6355,direct,88221,78851
direct_vs_group_psychosomatic,angepasst,6,20,26,0.068,0.2536,-0.1856,-1.8191,9.6069,group,88221,78851
direct_vs_group_psychosomatic,inzwischen,6,20,26,0.068,0.2536,-0.1856,-1.8191,9.6069,group,88221,78851
direct_vs_group_psychosomatic,6h,1,10,11,0.0113,0.1268,-0.1155,-2.9693,9.5925,group,88221,78851
direct_vs_group_psychosomatic,Besuch,1,10,11,0.0113,0.1268,-0.1155,-2.9693,9.5925,group,88221,78851
direct_vs_group_psychosomatic,HG,1,10,11,0.0113,0.1268,-0.1155,-2.9693,9.5925,group,88221,78851
direct_vs_group_psychosomatic,Nachtrag,1,10,11,0.0113,0.1268,-0.1155,-2.9693,9.5925,group,88221,78851
direct_vs_group_psychosomatic,Selbstfürsorge,1,10,11,0.0113,0.1268,-0.1155,-2.9693,9.5925,group,88221,78851
direct_vs_group_psychosomatic,festen,1,10,11,0.0113,0.1268,-0.1155,-2.9693,9.5925,group,88221,78851
direct_vs_group_psychosomatic,öffnen,1,10,11,0.0113,0.1268,-0.1155,-2.9693,9.5925,group,88221,78851
direct_vs_group_psychosomatic,sehr,231,272,503,2.6184,3.4495,-0.8311,-0.3972,9.534,group,88221,78851
direct_vs_group_psychosomatic,Gruppentherapie,5,18,23,0.0567,0.2283,-0.1716,-1.912,9.332,group,88221,78851
direct_vs_group_psychosomatic,Nacht,5,18,23,0.0567,0.2283,-0.1716,-1.912,9.332,group,88221,78851
direct_vs_group_psychosomatic,schaue,17,3,20,0.1927,0.038,0.1547,2.1599,9.3085,direct,88221,78851
direct_vs_group_psychosomatic,in,760,793,1553,8.6147,10.0569,-1.4422,-0.2233,9.2991,group,88221,78851
direct_vs_group_psychosomatic,erneut,10,26,36,0.1134,0.3297,-0.2164,-1.4976,9.2759,group,88221,78851
direct_vs_group_psychosomatic,CT,2,12,14,0.0227,0.1522,-0.1295,-2.4839,9.0918,group,88221,78851
direct_vs_group_psychosomatic,Kopfschmerzen,2,12,14,0.0227,0.1522,-0.1295,-2.4839,9.0918,group,88221,78851
direct_vs_group_psychosomatic,Leberwerte,2,12,14,0.0227,0.1522,-0.1295,-2.4839,9.0918,group,88221,78851
direct_vs_group_psychosomatic,Ruf,2,12,14,0.0227,0.1522,-0.1295,-2.4839,9.0918,group,88221,78851
direct_vs_group_psychosomatic,Untersuchung,2,12,14,0.0227,0.1522,-0.1295,-2.4839,9.0918,group,88221,78851
direct_vs_group_psychosomatic,anzusprechen,2,12,14,0.0227,0.1522,-0.1295,-2.4839,9.0918,group,88221,78851
direct_vs_group_psychosomatic,habt,19,4,23,0.2154,0.0507,0.1646,1.9535,9.0193,direct,88221,78851
direct_vs_group_psychosomatic,25mg,3,14,17,0.034,0.1776,-0.1435,-2.2126,9.0117,group,88221,78851
direct_vs_group_psychosomatic,festgelegt,3,14,17,0.034,0.1776,-0.1435,-2.2126,9.0117,group,88221,78851
direct_vs_group_psychosomatic,15mg,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,ABiose,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Antriebslosigkeit,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Antworten,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Begleitung,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Begrenzung,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Bex,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Bilder,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Blutgruppe,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Bringt,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Dienstags,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Elternhaus,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Entlasstermin,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Farbe,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Fosfomycin,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Gelände,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Hashtag_Erschöpfung,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Krankheitsverständnis,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,LAE,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Meinungen,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Nierenwerte,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Nutzen,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Phase,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Schnarchen,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Song,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Therapeuten,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Therapieversuch,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Trop,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Tränen,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Verantwortung,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Wärme,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,belasten,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,betont,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,deren,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,eingehen,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,entschuldigen,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,erkennen,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,erreichte,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,erschöpft,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,gebraucht,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,gemeinsame,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,möglicher,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,niedrigem,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,psychosomatischen,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,schriftlichen,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,schwierigen,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,suizidal,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,widersprochen,0,6,6,0.0,0.0761,-0.0761,-3.8624,9.0104,group,88221,78851
direct_vs_group_psychosomatic,Abdomen,7,21,28,0.0793,0.2663,-0.187,-1.6814,8.9857,group,88221,78851
direct_vs_group_psychosomatic,Weihnachten,7,21,28,0.0793,0.2663,-0.187,-1.6814,8.9857,group,88221,78851
direct_vs_group_psychosomatic,45,29,9,38,0.3287,0.1141,0.2146,1.4727,8.9498,direct,88221,78851
direct_vs_group_psychosomatic,zu,627,662,1289,7.1072,8.3956,-1.2884,-0.2403,8.9412,group,88221,78851
direct_vs_group_psychosomatic,Größe,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,I,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,Krankenkasse,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,LDH,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,Schweigepflichtsentbindung,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,Studienfach,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,Website,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,Windows,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,abnimmt,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,eingerichtet,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,entschuldige,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,fragst,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,fresubin,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,geb,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,heruntergeladen,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,rufe,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,slightly_smiling_face,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,vorne,7,0,7,0.0793,0.0,0.0793,3.7449,8.9401,direct,88221,78851
direct_vs_group_psychosomatic,Also,27,8,35,0.306,0.1015,0.2046,1.5319,8.869,direct,88221,78851
direct_vs_group_psychosomatic,Liste,14,2,16,0.1587,0.0254,0.1333,2.3741,8.827,direct,88221,78851
direct_vs_group_psychosomatic,OGTT,14,2,16,0.1587,0.0254,0.1333,2.3741,8.827,direct,88221,78851
direct_vs_group_psychosomatic,Schirm,14,2,16,0.1587,0.0254,0.1333,2.3741,8.827,direct,88221,78851
direct_vs_group_psychosomatic,ergänzen,14,2,16,0.1587,0.0254,0.1333,2.3741,8.827,direct,88221,78851
direct_vs_group_psychosomatic,sagen,62,29,91,0.7028,0.3678,0.335,0.9211,8.8255,direct,88221,78851
direct_vs_group_psychosomatic,Aufnahmen,11,1,12,0.1247,0.0127,0.112,2.7766,8.6664,direct,88221,78851
direct_vs_group_psychosomatic,Keratosen,11,1,12,0.1247,0.0127,0.112,2.7766,8.6664,direct,88221,78851
direct_vs_group_psychosomatic,Nummer,11,1,12,0.1247,0.0127,0.112,2.7766,8.6664,direct,88221,78851
direct_vs_group_psychosomatic,Seb,11,1,12,0.1247,0.0127,0.112,2.7766,8.6664,direct,88221,78851
direct_vs_group_psychosomatic,echt,11,1,12,0.1247,0.0127,0.112,2.7766,8.6664,direct,88221,78851
direct_vs_group_psychosomatic,müsstest,11,1,12,0.1247,0.0127,0.112,2.7766,8.6664,direct,88221,78851
direct_vs_group_psychosomatic,willst,11,1,12,0.1247,0.0127,0.112,2.7766,8.6664,direct,88221,78851
direct_vs_group_psychosomatic,berichtete,6,19,25,0.068,0.241,-0.1729,-1.747,8.6418,group,88221,78851
direct_vs_group_psychosomatic,seiner,6,19,25,0.068,0.241,-0.1729,-1.747,8.6418,group,88221,78851
direct_vs_group_psychosomatic,Situation,12,28,40,0.136,0.3551,-0.2191,-1.351,8.5052,group,88221,78851
direct_vs_group_psychosomatic,Sono,12,28,40,0.136,0.3551,-0.2191,-1.351,8.5052,group,88221,78851
direct_vs_group_psychosomatic,Steigerung,8,22,30,0.0907,0.279,-0.1883,-1.5664,8.4604,group,88221,78851
direct_vs_group_psychosomatic,Gruppen,10,25,35,0.1134,0.3171,-0.2037,-1.4421,8.436,group,88221,78851
direct_vs_group_psychosomatic,stimmt,16,3,19,0.1814,0.038,0.1433,2.075,8.3656,direct,88221,78851
direct_vs_group_psychosomatic,total,16,3,19,0.1814,0.038,0.1433,2.075,8.3656,direct,88221,78851
direct_vs_group_psychosomatic,sie,1059,828,1887,12.0039,10.5008,1.5031,0.1928,8.3561,direct,88221,78851
direct_vs_group_psychosomatic,besten,30,10,40,0.3401,0.1268,0.2132,1.3764,8.3453,direct,88221,78851
direct_vs_group_psychosomatic,gemacht,70,35,105,0.7935,0.4439,0.3496,0.8278,8.2937,direct,88221,78851
direct_vs_group_psychosomatic,1h,1,9,10,0.0113,0.1141,-0.1028,-2.825,8.2911,group,88221,78851
direct_vs_group_psychosomatic,Abgrenzung,1,9,10,0.0113,0.1141,-0.1028,-2.825,8.2911,group,88221,78851
direct_vs_group_psychosomatic,Binge,1,9,10,0.0113,0.1141,-0.1028,-2.825,8.2911,group,88221,78851
direct_vs_group_psychosomatic,Bruder,1,9,10,0.0113,0.1141,-0.1028,-2.825,8.2911,group,88221,78851
direct_vs_group_psychosomatic,Entscheidungen,1,9,10,0.0113,0.1141,-0.1028,-2.825,8.2911,group,88221,78851
direct_vs_group_psychosomatic,Stuhlgang,1,9,10,0.0113,0.1141,-0.1028,-2.825,8.2911,group,88221,78851
direct_vs_group_psychosomatic,akuten,1,9,10,0.0113,0.1141,-0.1028,-2.825,8.2911,group,88221,78851
direct_vs_group_psychosomatic,geplante,1,9,10,0.0113,0.1141,-0.1028,-2.825,8.2911,group,88221,78851
direct_vs_group_psychosomatic,geöffnet,1,9,10,0.0113,0.1141,-0.1028,-2.825,8.2911,group,88221,78851
direct_vs_group_psychosomatic,kamen,1,9,10,0.0113,0.1141,-0.1028,-2.825,8.2911,group,88221,78851
direct_vs_group_psychosomatic,klagt,1,9,10,0.0113,0.1141,-0.1028,-2.825,8.2911,group,88221,78851
direct_vs_group_psychosomatic,medikamentös,1,9,10,0.0113,0.1141,-0.1028,-2.825,8.2911,group,88221,78851
direct_vs_group_psychosomatic,ruhiger,1,9,10,0.0113,0.1141,-0.1028,-2.825,8.2911,group,88221,78851
