comparison,item,direct_count,group_count,combined_count,direct_per_1000_tokens,group_per_1000_tokens,difference_direct_minus_group_per_1000,log_ratio_direct_vs_group,log_likelihood_g2,dominant_modality,direct_tokens_denominator,group_tokens_denominator
direct_vs_group_nonadjacent,Antriebslosigkeit,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Antworten,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Begleitung,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Begrenzung,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Bex,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Blutgruppe,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Bringt,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Elternhaus,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Entlasstermin,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Erwartungen,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Farbe,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Fosfomycin,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Gelände,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Hashtag_Erschöpfung,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Krankheitsverständnis,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,LAE,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Meinungen,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Nierenwerte,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Nutzen,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Ostern,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Phase,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Schnarchen,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Song,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Soziale,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Therapeuten,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Therapieversuch,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Trop,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Tränen,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Verantwortung,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,Wärme,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,belasten,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,betont,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,einerseits,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,eingehen,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,entschuldigen,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,erkennen,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,erreichte,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,erschöpft,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,gebraucht,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,gemeinsame,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,niedrigem,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,positioniert,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,schriftlichen,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,schwierigen,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,suizidal,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,widersprochen,0,6,6,0.0,0.069,-0.069,-3.7205,8.4015,group,88221,87002
direct_vs_group_nonadjacent,meinem,26,9,35,0.2947,0.1034,0.1913,1.4599,8.3822,direct,88221,87002
direct_vs_group_nonadjacent,Station,61,96,157,0.6914,1.1034,-0.412,-0.67,8.3631,group,88221,87002
direct_vs_group_nonadjacent,Empfehlung,7,22,29,0.0793,0.2529,-0.1735,-1.605,8.3581,group,88221,87002
direct_vs_group_nonadjacent,Gruppen,10,27,37,0.1134,0.3103,-0.197,-1.4091,8.3502,group,88221,87002
direct_vs_group_nonadjacent,denke,34,14,48,0.3854,0.1609,0.2245,1.2305,8.317,direct,88221,87002
direct_vs_group_nonadjacent,richtig,43,20,63,0.4874,0.2299,0.2575,1.0653,8.2771,direct,88221,87002
direct_vs_group_nonadjacent,fragen,84,50,134,0.9522,0.5747,0.3775,0.7226,8.2553,direct,88221,87002
direct_vs_group_nonadjacent,Achso,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,Anleitung,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,BA,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,Deinen,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,Gewichtshaltevertrag,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,Glühwein,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,Mache,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,Mensa,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,Normbereich,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,Selbsterfahrung,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,Wo,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,abzusprechen,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,bestehender,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,erwarten,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,eurem,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,installieren,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,kleines,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,no,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,sagst,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,sprich,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,top,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,vermeiden,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,wen,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,zurückrufen,6,0,6,0.068,0.0,0.068,3.6804,8.2346,direct,88221,87002
direct_vs_group_nonadjacent,Situation,12,30,42,0.136,0.3448,-0.2088,-1.307,8.2222,group,88221,87002
direct_vs_group_nonadjacent,Projekt,24,8,32,0.272,0.092,0.1801,1.5072,8.1509,direct,88221,87002
direct_vs_group_nonadjacent,angepasst,6,20,26,0.068,0.2299,-0.1619,-1.6772,8.1491,group,88221,87002
direct_vs_group_nonadjacent,inzwischen,6,20,26,0.068,0.2299,-0.1619,-1.6772,8.1491,group,88221,87002
direct_vs_group_nonadjacent,Abschied,2,12,14,0.0227,0.1379,-0.1153,-2.342,8.0647,group,88221,87002
direct_vs_group_nonadjacent,CT,2,12,14,0.0227,0.1379,-0.1153,-2.342,8.0647,group,88221,87002
direct_vs_group_nonadjacent,Kopfschmerzen,2,12,14,0.0227,0.1379,-0.1153,-2.342,8.0647,group,88221,87002
direct_vs_group_nonadjacent,Maske,2,12,14,0.0227,0.1379,-0.1153,-2.342,8.0647,group,88221,87002
direct_vs_group_nonadjacent,Ruf,2,12,14,0.0227,0.1379,-0.1153,-2.342,8.0647,group,88221,87002
direct_vs_group_nonadjacent,Versuch,2,12,14,0.0227,0.1379,-0.1153,-2.342,8.0647,group,88221,87002
direct_vs_group_nonadjacent,akute,2,12,14,0.0227,0.1379,-0.1153,-2.342,8.0647,group,88221,87002
direct_vs_group_nonadjacent,anzusprechen,2,12,14,0.0227,0.1379,-0.1153,-2.342,8.0647,group,88221,87002
direct_vs_group_nonadjacent,darf,21,43,64,0.238,0.4942,-0.2562,-1.0368,8.0282,group,88221,87002
direct_vs_group_nonadjacent,A,5,18,23,0.0567,0.2069,-0.1502,-1.7701,7.9818,group,88221,87002
direct_vs_group_nonadjacent,Erbrechen,5,18,23,0.0567,0.2069,-0.1502,-1.7701,7.9818,group,88221,87002
direct_vs_group_nonadjacent,Gruppentherapie,5,18,23,0.0567,0.2069,-0.1502,-1.7701,7.9818,group,88221,87002
direct_vs_group_nonadjacent,Nacht,5,18,23,0.0567,0.2069,-0.1502,-1.7701,7.9818,group,88221,87002
direct_vs_group_nonadjacent,Supervision,22,7,29,0.2494,0.0805,0.1689,1.5649,7.9407,direct,88221,87002
direct_vs_group_nonadjacent,die,1363,1203,2566,15.4498,13.8273,1.6226,0.16,7.8811,direct,88221,87002
direct_vs_group_nonadjacent,25mg,3,14,17,0.034,0.1609,-0.1269,-2.0707,7.8769,group,88221,87002
direct_vs_group_nonadjacent,Arzt,3,14,17,0.034,0.1609,-0.1269,-2.0707,7.8769,group,88221,87002
direct_vs_group_nonadjacent,festgelegt,3,14,17,0.034,0.1609,-0.1269,-2.0707,7.8769,group,88221,87002
direct_vs_group_nonadjacent,Kurve,12,2,14,0.136,0.023,0.113,2.3019,7.7864,direct,88221,87002
direct_vs_group_nonadjacent,denkst,12,2,14,0.136,0.023,0.113,2.3019,7.7864,direct,88221,87002
direct_vs_group_nonadjacent,Steigerung,8,23,31,0.0907,0.2644,-0.1737,-1.4872,7.7819,group,88221,87002
direct_vs_group_nonadjacent,Neuaufnahmen,20,6,26,0.2267,0.069,0.1577,1.637,7.7595,direct,88221,87002
direct_vs_group_nonadjacent,bevor,20,6,26,0.2267,0.069,0.1577,1.637,7.7595,direct,88221,87002
direct_vs_group_nonadjacent,besten,30,12,42,0.3401,0.1379,0.2021,1.2668,7.7213,direct,88221,87002
direct_vs_group_nonadjacent,Lieber,42,20,62,0.4761,0.2299,0.2462,1.0318,7.676,direct,88221,87002
direct_vs_group_nonadjacent,in,760,860,1620,8.6147,9.8848,-1.2701,-0.1983,7.6466,group,88221,87002
direct_vs_group_nonadjacent,bestimmt,18,5,23,0.204,0.0575,0.1466,1.7299,7.62,direct,88221,87002
direct_vs_group_nonadjacent,erneut,10,26,36,0.1134,0.2988,-0.1855,-1.3557,7.5903,group,88221,87002
direct_vs_group_nonadjacent,Schirm,14,3,17,0.1587,0.0345,0.1242,2.0306,7.5708,direct,88221,87002
direct_vs_group_nonadjacent,kommen,64,36,100,0.7255,0.4138,0.3117,0.8013,7.561,direct,88221,87002
direct_vs_group_nonadjacent,kommt,68,39,107,0.7708,0.4483,0.3225,0.7742,7.5607,direct,88221,87002
direct_vs_group_nonadjacent,Nein,16,4,20,0.1814,0.046,0.1354,1.8544,7.5438,direct,88221,87002
direct_vs_group_nonadjacent,sehr,231,290,521,2.6184,3.3333,-0.7148,-0.3476,7.5419,group,88221,87002
direct_vs_group_nonadjacent,Abdomen,7,21,28,0.0793,0.2414,-0.162,-1.5394,7.5216,group,88221,87002
direct_vs_group_nonadjacent,Weihnachten,7,21,28,0.0793,0.2414,-0.162,-1.5394,7.5216,group,88221,87002
direct_vs_group_nonadjacent,Sono,12,29,41,0.136,0.3333,-0.1973,-1.2589,7.5046,group,88221,87002
direct_vs_group_nonadjacent,1h,1,9,10,0.0113,0.1034,-0.0921,-2.683,7.4731,group,88221,87002
direct_vs_group_nonadjacent,30mg,1,9,10,0.0113,0.1034,-0.0921,-2.683,7.4731,group,88221,87002
direct_vs_group_nonadjacent,Abgrenzung,1,9,10,0.0113,0.1034,-0.0921,-2.683,7.4731,group,88221,87002
direct_vs_group_nonadjacent,Entscheidungen,1,9,10,0.0113,0.1034,-0.0921,-2.683,7.4731,group,88221,87002
direct_vs_group_nonadjacent,Stuhlgang,1,9,10,0.0113,0.1034,-0.0921,-2.683,7.4731,group,88221,87002
direct_vs_group_nonadjacent,akuten,1,9,10,0.0113,0.1034,-0.0921,-2.683,7.4731,group,88221,87002
direct_vs_group_nonadjacent,geplante,1,9,10,0.0113,0.1034,-0.0921,-2.683,7.4731,group,88221,87002
direct_vs_group_nonadjacent,kamen,1,9,10,0.0113,0.1034,-0.0921,-2.683,7.4731,group,88221,87002
direct_vs_group_nonadjacent,klagt,1,9,10,0.0113,0.1034,-0.0921,-2.683,7.4731,group,88221,87002
direct_vs_group_nonadjacent,medikamentös,1,9,10,0.0113,0.1034,-0.0921,-2.683,7.4731,group,88221,87002
direct_vs_group_nonadjacent,ruhiger,1,9,10,0.0113,0.1034,-0.0921,-2.683,7.4731,group,88221,87002
direct_vs_group_nonadjacent,Überblick,1,9,10,0.0113,0.1034,-0.0921,-2.683,7.4731,group,88221,87002
direct_vs_group_nonadjacent,tatsächlich,23,8,31,0.2607,0.092,0.1688,1.4471,7.3645,direct,88221,87002
direct_vs_group_nonadjacent,berichtete,6,19,25,0.068,0.2184,-0.1504,-1.605,7.2855,group,88221,87002
direct_vs_group_nonadjacent,Arthrose,9,1,10,0.102,0.0115,0.0905,2.6429,7.2505,direct,88221,87002
direct_vs_group_nonadjacent,Chat,9,1,10,0.102,0.0115,0.0905,2.6429,7.2505,direct,88221,87002
direct_vs_group_nonadjacent,ausgefüllt,9,1,10,0.102,0.0115,0.0905,2.6429,7.2505,direct,88221,87002
direct_vs_group_nonadjacent,gehst,9,1,10,0.102,0.0115,0.0905,2.6429,7.2505,direct,88221,87002
direct_vs_group_nonadjacent,habs,9,1,10,0.102,0.0115,0.0905,2.6429,7.2505,direct,88221,87002
direct_vs_group_nonadjacent,mittwoch,9,1,10,0.102,0.0115,0.0905,2.6429,7.2505,direct,88221,87002
direct_vs_group_nonadjacent,tauschen,9,1,10,0.102,0.0115,0.0905,2.6429,7.2505,direct,88221,87002
direct_vs_group_nonadjacent,gefragt,44,22,66,0.4987,0.2529,0.2459,0.9638,7.1726,direct,88221,87002
direct_vs_group_nonadjacent,er,196,249,445,2.2217,2.862,-0.6403,-0.3646,7.0863,group,88221,87002
direct_vs_group_nonadjacent,3h,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,AGS,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Abilify,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Abstimmung,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Agnus,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Akzeptanz,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Anhalt,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Ankunft,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Ansatzpunkte,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Ansätzen,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Balance,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Ball,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Begutachtung,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Buprenorphin,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Castus,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Cave,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,ES,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Eindrücke,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Einmalgabe,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Einzelzimmer,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Elektrolyt,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Emotion,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Erhält,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Essgruppenraum,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Eure,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Exploration,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Fatigue,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Fraglich,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Freundeskreis,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Frust,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Fühle,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Gesundheitszustand,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Grundsätzlich,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Gymnastikraum,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Infektion,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Instrumente,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Iono,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,K+,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Kommunikation,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Kopfschmerz,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Leistungsdruck,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Lenkung,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Luftnot,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Male,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Malen,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Manie,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Materialien,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Misstrauen,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Mönchspfeffer,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Nachtruhe,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Neue,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Orthoton,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,PMS,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Pflaster,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Phospat,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Polarisierung,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Psycho,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Soziales,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Strukturen,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Teller,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Toxurin,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Ungeduld,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Verdachtdiagnosen,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Verspannungen,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Werdegang,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Zeichen,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Zimmersituation,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,Zuge,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,anfangs,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,ausgeatmet,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,begleiten,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,beruhigen,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,darstellen,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,einsam,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,einschl,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,empfahl,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,engen,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,erleben,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,fokussiert,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,geplanter,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,geseufzt,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,gestresst,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,herrschte,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,hiermit,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,intensive,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,introspektionsfähig,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,kreative,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,latent,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,lösen,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,misstrauischen,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,oraler,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
direct_vs_group_nonadjacent,pausiert,0,5,5,0.0,0.0575,-0.0575,-3.4795,7.0013,group,88221,87002
