weekday_clean,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Monday,0.0,0.0,0.0,0.0,0.0,0.07852375343541422,1.8060463290145268,1.9238319591676483,1.2171181782489204,0.9422850412249705,0.7852375343541421,1.5312131919905771,0.745975657636435,1.49195131527287,2.5520219866509617,0.8244994110718492,0.07852375343541422,0.19630938358853553,0.0,0.0,0.0,0.0,0.0,0.0
Tuesday,0.0,0.0,0.0,0.0,0.0,0.19630938358853553,1.1778563015312131,1.7275225755791126,1.9630938358853551,1.2171181782489204,1.3349038084020417,0.9422850412249705,0.9815469179426776,2.434236356497841,2.0023557126030624,0.8244994110718492,0.39261876717707106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wednesday,0.0,0.0,0.0,0.0,0.0,0.35335689045936397,1.49195131527287,0.9815469179426776,1.3349038084020417,1.0600706713780919,2.0808794660384766,1.9630938358853551,1.76678445229682,1.138594424813506,3.219473890851983,2.5912838633686692,1.5312131919905771,0.47114252061248524,0.03926187671770711,0.15704750687082844,0.0,0.0,0.0,0.0
Thursday,0.0,0.0,0.0,0.0,0.03926187671770711,0.23557126030624262,1.7275225755791126,1.4134275618374559,1.5704750687082842,2.0808794660384766,1.6489988221436984,2.0416175893207695,2.316450726344719,3.690616411464468,3.297997644287397,1.099332548095799,0.47114252061248524,0.23557126030624262,0.0,0.0,0.0,0.0,0.0,0.0
Friday,0.0,0.0,0.0,0.0,0.0,0.11778563015312131,1.6097369454259915,1.3349038084020417,1.3741656851197488,1.452689438555163,1.5312131919905771,2.316450726344719,3.023164507263447,2.7483313702394976,3.690616411464468,1.6489988221436984,2.237926972909305,1.2171181782489204,0.35335689045936397,0.11778563015312131,0.0,0.0,0.0,0.0
Saturday,0.0,0.0,0.0,0.0,0.0,0.0,0.11778563015312131,0.23557126030624262,0.07852375343541422,0.43188064389477815,1.2563800549666275,0.5496662740478995,0.07852375343541422,0.0,0.19630938358853553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03926187671770711,0.0
Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07852375343541422,0.23557126030624262,0.3140950137416569,0.11778563015312131,0.07852375343541422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
